Polarization of Light 'Brewsters' Data File Wed, Nov 19, 2025 7:34 PM
Sensor Position (Degrees)	Light Intensity (Volts)
156.75000	0.15673
156.75000	0.16092
156.75000	0.16382
156.75000	0.16398
156.75000	0.16688
156.75000	0.16317
156.75000	0.16559
156.75000	0.16172
156.75000	0.16044
156.73333	0.16108
156.73333	0.16446
156.71667	0.16076
156.71667	0.15915
156.70000	0.16237
156.66667	0.15721
156.63333	0.16398
156.60000	0.16124
156.53333	0.15415
156.45000	0.15931
156.36667	0.16221
156.31667	0.16092
156.30000	0.16382
156.26667	0.15818
156.23333	0.16269
156.18333	0.15915
156.11667	0.15866
156.06667	0.15609
155.96667	0.15721
155.86667	0.15157
155.78333	0.15383
155.66667	0.14803
155.58333	0.14191
155.53333	0.14239
155.51667	0.14497
155.51667	0.15045
155.51667	0.15319
155.48333	0.14626
155.43333	0.14755
155.41667	0.15109
155.40000	0.15609
155.38333	0.15528
155.38333	0.15415
155.38333	0.15399
155.36667	0.15335
155.35000	0.15302
155.31667	0.15157
155.28333	0.15802
155.26667	0.15109
155.23333	0.15141
155.16667	0.15963
155.11667	0.14803
155.08333	0.15915
155.05000	0.15544
155.01667	0.15657
155.01667	0.15689
155.00000	0.15609
155.00000	0.15786
154.98333	0.16108
154.95000	0.15206
154.93333	0.15431
154.91667	0.15351
154.86667	0.16156
154.80000	0.15609
154.73333	0.15592
154.65000	0.15464
154.55000	0.15125
154.50000	0.14577
154.46667	0.15254
154.45000	0.14964
154.43333	0.15770
154.43333	0.15447
154.41667	0.15512
154.40000	0.15802
154.36667	0.15818
154.33333	0.15673
154.28333	0.15786
154.26667	0.15383
154.25000	0.15480
154.23333	0.15254
154.21667	0.15447
154.21667	0.16140
154.20000	0.15802
154.15000	0.15609
154.08333	0.15754
153.96667	0.15899
153.88333	0.15915
153.81667	0.15721
153.80000	0.15705
153.78333	0.15496
153.76667	0.15786
153.75000	0.15012
153.75000	0.15592
153.75000	0.15576
153.73333	0.15673
153.71667	0.14996
153.71667	0.16044
153.70000	0.15560
153.68333	0.15560
153.68333	0.15238
153.68333	0.15850
153.68333	0.15995
153.66667	0.16108
153.66667	0.15979
153.65000	0.15190
153.61667	0.15496
153.60000	0.15673
153.58333	0.15995
153.56667	0.15754
153.51667	0.15190
153.41667	0.15737
153.31667	0.15367
153.26667	0.15721
153.25000	0.15157
153.25000	0.15641
153.25000	0.15770
153.25000	0.15576
153.25000	0.15963
153.25000	0.15544
153.21667	0.15061
153.16667	0.15641
153.05000	0.15109
152.95000	0.15367
152.88333	0.15544
152.85000	0.15125
152.80000	0.15705
152.76667	0.15222
152.73333	0.15125
152.71667	0.14835
152.68333	0.15560
152.65000	0.15238
152.63333	0.15544
152.61667	0.15673
152.60000	0.15592
152.53333	0.15093
152.45000	0.15464
152.36667	0.15673
152.31667	0.15383
152.30000	0.15544
152.28333	0.15174
152.26667	0.15270
152.23333	0.15705
152.20000	0.14996
152.15000	0.14884
152.11667	0.14916
152.10000	0.15399
152.08333	0.15093
152.05000	0.14642
152.05000	0.15431
152.03333	0.15464
152.01667	0.15673
152.00000	0.15302
151.98333	0.15480
151.95000	0.15319
151.93333	0.15174
151.90000	0.14529
151.86667	0.15222
151.85000	0.15270
151.83333	0.15415
151.78333	0.15609
151.68333	0.15319
151.58333	0.15125
151.51667	0.14626
151.43333	0.14013
151.38333	0.14320
151.31667	0.13901
151.25000	0.14384
151.20000	0.14416
151.13333	0.14046
151.08333	0.13756
151.05000	0.14771
151.01667	0.15125
151.01667	0.14803
151.00000	0.15012
151.00000	0.14932
151.00000	0.15141
151.00000	0.14900
151.00000	0.14561
150.98333	0.15270
150.98333	0.14964
150.96667	0.14577
150.96667	0.14126
150.95000	0.14094
150.95000	0.14690
150.95000	0.15093
150.95000	0.15302
150.95000	0.14755
150.95000	0.14916
150.95000	0.15190
150.95000	0.15609
150.95000	0.14996
150.95000	0.15625
150.95000	0.15447
150.96667	0.15367
150.96667	0.15190
150.95000	0.15125
150.95000	0.15045
150.95000	0.15496
150.95000	0.15818
150.90000	0.15464
150.78333	0.14996
150.73333	0.15544
150.71667	0.15431
150.70000	0.15560
150.70000	0.14964
150.70000	0.15496
150.68333	0.15431
150.68333	0.14658
150.65000	0.13981
150.61667	0.13160
150.55000	0.13143
150.50000	0.13143
150.41667	0.12145
150.35000	0.12128
150.30000	0.12950
150.23333	0.11903
150.10000	0.11355
149.96667	0.09696
149.88333	0.09905
149.75000	0.10485
149.60000	0.09841
149.50000	0.10388
149.45000	0.10582
149.43333	0.12660
149.41667	0.12322
149.38333	0.13417
149.36667	0.12902
149.35000	0.12402
149.33333	0.12676
149.33333	0.13401
149.31667	0.12966
149.31667	0.14465
149.31667	0.14771
149.31667	0.14561
149.31667	0.14610
149.31667	0.14706
149.31667	0.14996
149.31667	0.14722
149.31667	0.14706
149.31667	0.14142
149.31667	0.14513
149.31667	0.15157
149.31667	0.15125
149.31667	0.14755
149.31667	0.14658
149.30000	0.14884
149.20000	0.14561
149.10000	0.14626
149.01667	0.14175
148.98333	0.14400
148.96667	0.13804
148.96667	0.14046
148.96667	0.14626
148.96667	0.14416
148.96667	0.14690
148.95000	0.15109
148.95000	0.14432
148.95000	0.14320
148.95000	0.15109
148.93333	0.14320
148.93333	0.13981
148.90000	0.14287
148.83333	0.14320
148.78333	0.14287
148.73333	0.14352
148.70000	0.14303
148.66667	0.14964
148.65000	0.13965
148.61667	0.14674
148.58333	0.14674
148.56667	0.14593
148.55000	0.14239
148.51667	0.14706
148.48333	0.14819
148.46667	0.14593
148.45000	0.14529
148.45000	0.13868
148.45000	0.14658
148.45000	0.14577
148.45000	0.14239
148.45000	0.14948
148.45000	0.14481
148.45000	0.13740
148.45000	0.12902
148.45000	0.13240
148.45000	0.13256
148.45000	0.14384
148.45000	0.08471
148.45000	0.02494
148.45000	0.01737
148.45000	0.03219
148.45000	0.03509
148.46667	0.03380
148.46667	0.03944
148.46667	0.06683
148.46667	0.11871
148.46667	0.14207
148.46667	0.14384
148.46667	0.14674
148.46667	0.14126
148.46667	0.15093
148.46667	0.14400
148.46667	0.13917
148.46667	0.14900
148.46667	0.14142
148.45000	0.11516
148.45000	0.04798
148.45000	0.07778
148.45000	0.09132
148.45000	0.12241
148.45000	0.12886
148.45000	0.13901
148.45000	0.14110
148.45000	0.14416
148.45000	0.14690
148.45000	0.14110
148.45000	0.14481
148.43333	0.14400
148.43333	0.14497
148.41667	0.14303
148.38333	0.14352
148.35000	0.14303
148.26667	0.13997
147.96667	0.14481
147.75000	0.13498
147.56667	0.12580
147.40000	0.11403
147.30000	0.11001
147.26667	0.11355
147.26667	0.12757
147.25000	0.13756
147.21667	0.14142
147.16667	0.14303
147.10000	0.13546
147.06667	0.14013
147.05000	0.13562
147.05000	0.13756
147.05000	0.13901
147.03333	0.13450
147.01667	0.13885
147.00000	0.14110
146.98333	0.13933
146.95000	0.13337
146.88333	0.13820
146.78333	0.14110
146.70000	0.13272
146.61667	0.13031
146.56667	0.13740
146.53333	0.13401
146.50000	0.13675
146.46667	0.15061
146.43333	0.14320
146.40000	0.14046
146.35000	0.13466
146.28333	0.13707
146.23333	0.13015
146.16667	0.12789
146.11667	0.13208
146.05000	0.12708
146.01667	0.13160
145.98333	0.13176
145.95000	0.12870
145.93333	0.12902
145.91667	0.13272
145.90000	0.13691
145.90000	0.13288
145.90000	0.13369
145.88333	0.12934
145.86667	0.12982
145.86667	0.13095
145.85000	0.13836
145.85000	0.13691
145.81667	0.13385
145.80000	0.13417
145.76667	0.12193
145.73333	0.12628
145.66667	0.11967
145.58333	0.12370
145.51667	0.13176
145.45000	0.12676
145.38333	0.12757
145.33333	0.11871
145.26667	0.11838
145.20000	0.12676
145.13333	0.13288
145.06667	0.13433
145.01667	0.13401
144.98333	0.13385
144.93333	0.12870
144.91667	0.13578
144.88333	0.13160
144.85000	0.13627
144.83333	0.13143
144.83333	0.13433
144.81667	0.12805
144.80000	0.12676
144.78333	0.13031
144.78333	0.12290
144.78333	0.12725
144.78333	0.11726
144.78333	0.12193
144.76667	0.12273
144.75000	0.12032
144.71667	0.12402
144.70000	0.12273
144.66667	0.12257
144.66667	0.12418
144.65000	0.12531
144.63333	0.12499
144.63333	0.12612
144.63333	0.12692
144.61667	0.12676
144.61667	0.12918
144.60000	0.12467
144.58333	0.12596
144.58333	0.12354
144.56667	0.12982
144.56667	0.12515
144.56667	0.13208
144.56667	0.13385
144.56667	0.13047
144.56667	0.13417
144.56667	0.13240
144.56667	0.13643
144.56667	0.13305
144.56667	0.13015
144.56667	0.13063
144.55000	0.13337
144.55000	0.12998
144.53333	0.13127
144.50000	0.13127
144.48333	0.13288
144.45000	0.13562
144.43333	0.12741
144.41667	0.13595
144.40000	0.13111
144.38333	0.13514
144.36667	0.13192
144.35000	0.13176
144.30000	0.13192
144.25000	0.13063
144.15000	0.12531
144.03333	0.12660
143.95000	0.12644
143.88333	0.12322
143.83333	0.12982
143.78333	0.12580
143.73333	0.12531
143.68333	0.12547
143.65000	0.12418
143.63333	0.12064
143.61667	0.12306
143.60000	0.11951
143.56667	0.12257
143.53333	0.11951
143.50000	0.12451
143.48333	0.12338
143.45000	0.12547
143.40000	0.12370
143.36667	0.11710
143.31667	0.11806
143.26667	0.11291
143.20000	0.11017
143.13333	0.09953
143.06667	0.09309
143.01667	0.09696
142.98333	0.09212
142.96667	0.10227
142.96667	0.10324
142.96667	0.11258
142.96667	0.11693
142.96667	0.11581
142.96667	0.12467
142.95000	0.12177
142.95000	0.11887
142.95000	0.11822
142.95000	0.11484
142.93333	0.10840
142.93333	0.11484
142.93333	0.11001
142.93333	0.11178
142.93333	0.12016
142.93333	0.12080
142.93333	0.12000
142.93333	0.11645
142.93333	0.11838
142.93333	0.11371
142.93333	0.11871
142.93333	0.11420
142.91667	0.12161
142.91667	0.12418
142.91667	0.12306
142.91667	0.12193
142.90000	0.12177
142.88333	0.12531
142.81667	0.12016
142.73333	0.11855
142.66667	0.11677
142.61667	0.12000
142.56667	0.12161
142.51667	0.11838
142.46667	0.11242
142.41667	0.11291
142.36667	0.10115
142.35000	0.08230
142.35000	0.06055
142.35000	0.03122
142.35000	0.03702
142.35000	0.06860
142.35000	0.10437
142.36667	0.11371
142.36667	0.12209
142.36667	0.12273
142.36667	0.12290
142.36667	0.12096
142.36667	0.11565
142.36667	0.11339
142.36667	0.11597
142.36667	0.10276
142.36667	0.11033
142.36667	0.10856
142.36667	0.11371
142.36667	0.11967
142.36667	0.12080
142.36667	0.12209
142.36667	0.12112
142.36667	0.11742
142.35000	0.11822
142.35000	0.12112
142.35000	0.11822
142.30000	0.12660
142.21667	0.12064
142.11667	0.12483
142.06667	0.12064
142.01667	0.12563
141.96667	0.12612
141.90000	0.12016
141.83333	0.12435
141.75000	0.12177
141.66667	0.12145
141.58333	0.12016
141.48333	0.12580
141.40000	0.12257
141.35000	0.11629
141.31667	0.11871
141.26667	0.11838
141.21667	0.12225
141.15000	0.11677
141.06667	0.11371
140.98333	0.10791
140.90000	0.10566
140.83333	0.10920
140.78333	0.11242
140.73333	0.11903
140.66667	0.12000
140.58333	0.11774
140.51667	0.11822
140.43333	0.11887
140.36667	0.11420
140.31667	0.17413
140.26667	0.17671
140.21667	0.14432
140.15000	0.12064
140.06667	0.14932
140.00000	0.12902
139.91667	0.11452
139.83333	0.12386
139.75000	0.11275
139.71667	0.10501
139.70000	0.10872
139.70000	0.10759
139.70000	0.10840
139.70000	0.09116
139.68333	0.08439
139.68333	0.07682
139.68333	0.08310
139.68333	0.09196
139.68333	0.08938
139.70000	0.09744
139.70000	0.00754
139.70000	0.00754
139.70000	0.00400
139.70000	0.02591
139.70000	0.04766
139.70000	0.05281
139.70000	0.05845
139.70000	0.08230
139.70000	0.10711
139.70000	0.11742
139.70000	0.12322
139.70000	0.12145
139.70000	0.11307
139.70000	0.10050
139.70000	0.10356
139.70000	0.12177
139.70000	0.12451
139.70000	0.12306
139.70000	0.12322
139.70000	0.11806
139.70000	0.11613
139.70000	0.11710
139.70000	0.11790
139.70000	0.11838
139.68333	0.11887
139.66667	0.11951
139.63333	0.12016
139.60000	0.11194
139.56667	0.08616
139.53333	0.08471
139.46667	0.08777
139.36667	0.08068
139.26667	0.09422
139.16667	0.10179
139.10000	0.10872
138.98333	0.11194
138.86667	0.11500
138.80000	0.11500
138.71667	0.11516
138.65000	0.11194
138.60000	0.11452
138.53333	0.10888
138.45000	0.11887
138.38333	0.11355
138.31667	0.11548
138.25000	0.12048
138.21667	0.11420
138.20000	0.10920
138.18333	0.10066
138.16667	0.10163
138.15000	0.09792
138.15000	0.10356
138.13333	0.09518
138.13333	0.09792
138.13333	0.09841
138.13333	0.09663
138.13333	0.09953
138.13333	0.09905
138.11667	0.09825
138.10000	0.09728
138.10000	0.10292
138.06667	0.09986
138.01667	0.09599
137.98333	0.11097
137.95000	0.11258
137.90000	0.11532
137.86667	0.12418
137.80000	0.11275
137.75000	0.11146
137.70000	0.11162
137.66667	0.11339
137.63333	0.11049
137.63333	0.10840
137.63333	0.10968
137.63333	0.11693
137.61667	0.11323
137.61667	0.11065
137.61667	0.11420
137.60000	0.11742
137.60000	0.11581
137.60000	0.11758
137.58333	0.11935
137.56667	0.11532
137.51667	0.11049
137.45000	0.11581
137.38333	0.10968
137.33333	0.10340
137.31667	0.11130
137.30000	0.10888
137.28333	0.11033
137.25000	0.10405
137.21667	0.11081
137.20000	0.10904
137.18333	0.11468
137.16667	0.11130
137.13333	0.11226
137.11667	0.11210
137.08333	0.11307
137.05000	0.11097
137.00000	0.10678
136.95000	0.10856
136.86667	0.10324
136.80000	0.10614
136.71667	0.10227
136.66667	0.09567
136.63333	0.09760
136.61667	0.08826
136.60000	0.09422
136.60000	0.09132
136.60000	0.09261
136.60000	0.09953
136.60000	0.09696
136.60000	0.09970
136.60000	0.10324
136.60000	0.11307
136.60000	0.11258
136.60000	0.11452
136.60000	0.11935
136.60000	0.11484
136.60000	0.11710
136.60000	0.11420
136.58333	0.11484
136.58333	0.12354
136.56667	0.11291
136.53333	0.11871
136.50000	0.11516
136.48333	0.12064
136.43333	0.10872
136.35000	0.10711
136.25000	0.11049
136.13333	0.10469
136.03333	0.09744
135.95000	0.09357
135.90000	0.09792
135.86667	0.09277
135.81667	0.09502
135.75000	0.08842
135.68333	0.09293
135.63333	0.09373
135.58333	0.08777
135.55000	0.09535
