Polarization of Light 'Brewsters' Data File Wed, Nov 19, 2025 7:47 PM
Sensor Position (Degrees)	Light Intensity (Volts)
172.80000	0.57417
172.78333	0.57610
172.78333	0.57272
172.78333	0.57804
172.76667	0.57498
172.73333	0.58754
172.68333	0.58496
172.58333	0.59286
172.51667	0.59785
172.45000	0.59383
172.41667	0.58690
172.38333	0.58867
172.33333	0.59624
172.26667	0.58964
172.16667	0.59028
172.10000	0.59205
172.05000	0.59640
172.01667	0.58899
171.96667	0.58883
171.91667	0.58980
171.83333	0.58545
171.76667	0.59109
171.71667	0.58851
171.68333	0.58819
171.65000	0.58738
171.61667	0.59012
171.56667	0.58835
171.50000	0.58448
171.45000	0.59109
171.36667	0.58851
171.26667	0.57707
171.15000	0.54388
171.06667	0.51601
171.05000	0.51198
171.05000	0.52648
171.03333	0.54259
171.03333	0.56773
171.03333	0.58351
171.01667	0.59189
171.01667	0.59366
171.00000	0.58835
170.98333	0.59205
170.96667	0.58851
170.95000	0.58996
170.93333	0.59125
170.93333	0.58786
170.91667	0.58593
170.91667	0.59576
170.90000	0.59173
170.88333	0.59173
170.83333	0.59109
170.80000	0.59302
170.76667	0.59157
170.75000	0.58803
170.73333	0.59270
170.68333	0.59076
170.60000	0.59238
170.51667	0.58641
170.40000	0.58239
170.30000	0.58867
170.20000	0.58754
170.06667	0.59076
169.96667	0.58609
169.90000	0.57981
169.86667	0.57981
169.85000	0.57401
169.81667	0.57916
169.80000	0.58287
169.76667	0.57224
169.73333	0.58223
169.66667	0.58819
169.56667	0.58738
169.51667	0.58819
169.50000	0.59109
169.48333	0.59560
169.48333	0.59238
169.48333	0.58706
169.46667	0.59366
169.46667	0.59141
169.45000	0.58641
169.45000	0.58915
169.41667	0.57949
169.38333	0.58319
169.33333	0.59076
169.31667	0.58496
169.30000	0.58513
169.28333	0.58400
169.25000	0.59157
169.21667	0.59028
169.18333	0.59221
169.13333	0.59205
169.10000	0.59399
169.08333	0.59028
169.08333	0.59560
169.06667	0.58722
169.06667	0.60091
169.06667	0.60027
169.05000	0.59141
169.03333	0.59399
169.03333	0.59157
169.01667	0.58754
169.00000	0.59012
169.00000	0.58609
168.98333	0.58625
168.96667	0.59286
168.95000	0.59141
168.90000	0.59205
168.86667	0.58883
168.80000	0.59125
168.76667	0.59318
168.71667	0.59238
168.68333	0.59238
168.63333	0.58690
168.56667	0.58770
168.53333	0.58786
168.48333	0.57916
168.45000	0.57788
168.41667	0.57046
168.38333	0.56193
168.35000	0.55403
168.30000	0.56434
168.28333	0.57675
168.28333	0.58561
168.26667	0.59141
168.26667	0.58819
168.26667	0.59028
168.25000	0.58964
168.21667	0.59157
168.18333	0.59221
168.15000	0.58964
168.11667	0.58174
168.10000	0.59125
168.08333	0.58529
168.05000	0.59076
168.01667	0.58641
168.00000	0.58029
167.96667	0.58287
167.95000	0.58480
167.91667	0.57916
167.90000	0.58045
167.88333	0.57771
167.85000	0.58126
167.80000	0.57755
167.73333	0.58803
167.65000	0.58432
167.56667	0.58513
167.48333	0.59028
167.36667	0.58722
167.26667	0.58351
167.20000	0.58513
167.13333	0.58142
167.08333	0.58351
167.00000	0.58513
166.93333	0.57788
166.90000	0.58803
166.88333	0.59350
166.88333	0.58625
166.86667	0.59286
166.86667	0.59093
166.86667	0.58577
166.85000	0.58883
166.85000	0.59189
166.85000	0.58738
166.83333	0.58464
166.80000	0.58464
166.76667	0.57675
166.71667	0.58045
166.68333	0.57868
166.66667	0.58287
166.63333	0.58255
166.61667	0.58577
166.58333	0.59125
166.56667	0.58996
166.55000	0.58400
166.51667	0.58593
166.48333	0.58529
166.45000	0.58174
166.40000	0.58835
166.36667	0.58432
166.33333	0.57997
166.28333	0.58738
166.23333	0.58126
166.18333	0.58464
166.13333	0.58078
166.08333	0.57981
166.05000	0.58319
166.00000	0.58239
165.96667	0.58577
165.95000	0.58593
165.93333	0.58110
165.86667	0.58819
165.80000	0.58351
165.76667	0.57578
165.73333	0.56579
165.71667	0.56885
165.71667	0.58319
165.71667	0.58239
165.70000	0.59125
165.71667	0.58094
165.71667	0.56515
165.71667	0.56402
165.71667	0.56305
165.71667	0.56611
165.71667	0.57514
165.71667	0.57514
165.71667	0.58190
165.71667	0.58690
165.71667	0.59012
165.71667	0.58867
165.71667	0.59141
165.71667	0.58819
165.71667	0.59044
165.71667	0.59431
165.71667	0.59350
165.71667	0.59447
165.71667	0.59656
165.71667	0.58416
165.71667	0.58867
165.71667	0.59060
165.70000	0.58867
165.66667	0.57965
165.60000	0.58706
165.53333	0.58206
165.48333	0.58271
165.43333	0.57916
165.38333	0.58319
165.33333	0.57675
165.26667	0.58480
165.21667	0.58206
165.18333	0.58738
165.13333	0.58496
165.08333	0.58658
165.03333	0.59189
164.98333	0.59254
164.91667	0.60108
164.85000	0.58174
164.80000	0.57336
164.78333	0.57208
164.76667	0.56756
164.76667	0.57208
164.75000	0.58496
164.71667	0.58641
164.66667	0.59109
164.63333	0.58899
164.60000	0.59431
164.55000	0.58658
164.53333	0.59592
164.51667	0.59012
164.48333	0.58464
164.46667	0.58674
164.43333	0.58593
164.40000	0.58319
164.36667	0.58061
164.35000	0.58351
164.33333	0.58561
164.31667	0.58851
164.31667	0.58658
164.30000	0.58738
164.28333	0.58287
164.25000	0.58384
164.21667	0.58851
164.16667	0.58706
164.11667	0.58770
164.06667	0.58190
164.00000	0.59415
163.83333	0.59576
163.68333	0.57530
163.61667	0.55951
163.60000	0.55033
163.58333	0.55532
163.56667	0.55355
163.56667	0.56885
163.56667	0.58206
163.55000	0.57723
163.53333	0.58738
163.51667	0.59366
163.50000	0.59318
163.48333	0.59463
163.46667	0.59850
163.45000	0.58915
163.45000	0.59093
163.45000	0.59673
163.43333	0.59366
163.43333	0.59624
163.43333	0.58867
163.41667	0.59334
163.41667	0.59334
163.40000	0.59141
163.38333	0.58754
163.36667	0.59415
163.33333	0.59173
163.30000	0.59141
163.28333	0.59463
163.28333	0.59576
163.26667	0.59012
163.25000	0.59801
163.23333	0.59769
163.23333	0.59254
163.20000	0.59366
163.18333	0.59785
163.16667	0.59302
163.15000	0.59979
163.15000	0.59270
163.13333	0.59705
163.11667	0.58899
163.10000	0.59431
163.08333	0.59415
163.06667	0.58867
163.05000	0.59141
163.03333	0.59656
163.01667	0.59544
163.01667	0.59189
163.00000	0.58948
162.98333	0.59511
162.98333	0.59205
162.96667	0.58996
162.96667	0.58803
162.96667	0.59350
162.95000	0.58964
162.95000	0.59753
162.95000	0.59028
162.93333	0.59431
162.91667	0.59544
162.90000	0.59979
162.88333	0.59189
162.88333	0.58851
162.88333	0.58609
162.86667	0.57256
162.86667	0.56321
162.85000	0.55484
162.83333	0.54130
162.81667	0.53293
162.78333	0.52664
162.75000	0.52358
162.71667	0.52938
162.70000	0.51810
162.70000	0.52777
162.70000	0.52213
162.68333	0.52890
162.68333	0.53228
162.68333	0.54340
162.66667	0.54936
162.66667	0.56031
162.66667	0.57288
162.65000	0.58094
162.65000	0.59028
162.65000	0.59189
162.63333	0.59415
162.63333	0.59189
162.61667	0.59721
162.55000	0.59399
162.46667	0.59141
162.41667	0.59012
162.38333	0.59044
162.38333	0.59350
162.38333	0.59093
162.36667	0.58835
162.36667	0.59302
162.36667	0.59173
162.36667	0.59656
162.36667	0.59270
162.35000	0.59141
162.35000	0.59141
162.33333	0.59656
162.31667	0.59447
162.31667	0.58899
162.30000	0.59383
162.28333	0.59383
162.25000	0.59205
162.23333	0.59689
162.20000	0.59801
162.18333	0.59511
162.16667	0.59946
162.15000	0.59801
162.15000	0.59963
162.13333	0.59705
162.10000	0.59640
162.06667	0.59769
162.01667	0.59544
161.98333	0.59963
161.98333	0.59415
161.96667	0.59238
161.95000	0.59383
161.95000	0.59528
161.95000	0.59383
161.95000	0.59979
161.93333	0.59898
161.93333	0.59624
161.93333	0.59608
161.93333	0.59560
161.93333	0.59511
161.93333	0.59270
161.91667	0.59028
161.91667	0.59495
161.90000	0.58851
161.90000	0.59479
161.88333	0.59463
161.88333	0.59286
161.88333	0.59624
161.86667	0.59463
161.85000	0.59656
161.83333	0.59205
161.81667	0.59238
161.78333	0.59689
161.75000	0.60156
161.71667	0.59431
161.70000	0.59334
161.68333	0.59592
161.66667	0.59624
161.65000	0.59463
161.65000	0.59640
161.63333	0.61235
161.58333	0.60929
161.53333	0.60591
161.48333	0.60945
161.48333	0.61106
161.46667	0.60575
161.46667	0.61010
161.46667	0.60430
161.46667	0.61010
161.46667	0.60655
161.46667	0.60623
161.46667	0.61187
161.46667	0.60800
161.48333	0.60881
161.48333	0.61235
161.48333	0.60671
161.48333	0.61203
161.48333	0.60800
161.48333	0.60591
161.48333	0.60929
161.48333	0.60671
161.48333	0.61380
161.48333	0.60720
161.48333	0.61429
161.48333	0.61026
161.48333	0.61541
161.48333	0.60929
161.48333	0.60945
161.48333	0.60398
161.50000	0.60462
161.50000	0.60736
161.50000	0.60575
161.50000	0.60655
161.50000	0.60349
161.50000	0.60784
161.50000	0.60559
161.48333	0.60204
161.48333	0.56966
161.46667	0.52809
161.41667	0.43400
161.41667	0.45801
161.41667	0.53244
161.43333	0.57449
161.45000	0.60430
161.45000	0.61654
161.45000	0.62621
161.46667	0.62814
161.51667	0.62830
161.55000	0.63958
161.56667	0.64264
161.56667	0.64361
161.56667	0.63749
161.58333	0.63491
161.58333	0.64007
161.58333	0.63652
161.58333	0.64248
161.58333	0.62718
161.58333	0.61783
161.60000	0.61251
161.60000	0.60768
161.58333	0.61461
161.58333	0.60800
161.58333	0.60704
161.56667	0.60688
161.56667	0.61300
161.55000	0.60961
161.53333	0.60720
161.50000	0.59753
161.43333	0.59463
161.33333	0.59383
161.25000	0.59608
161.18333	0.59979
161.13333	0.59705
161.06667	0.60607
160.98333	0.60430
160.91667	0.60333
160.88333	0.59850
160.85000	0.59608
160.83333	0.59930
160.75000	0.58448
160.63333	0.55758
160.50000	0.50457
160.40000	0.47460
160.33333	0.43610
160.28333	0.42530
160.25000	0.41032
160.23333	0.38664
160.18333	0.35780
160.15000	0.33508
160.15000	0.31800
160.15000	0.32380
160.15000	0.35167
160.15000	0.38744
160.15000	0.46606
160.15000	0.51681
160.15000	0.54340
160.15000	0.58174
160.13333	0.60285
160.13333	0.60043
160.13333	0.59431
160.13333	0.55161
160.13333	0.52922
160.13333	0.54888
160.13333	0.56934
160.13333	0.58948
160.13333	0.59656
160.13333	0.59592
160.13333	0.60510
160.13333	0.59286
160.13333	0.43143
160.13333	0.18621
160.13333	0.05636
160.13333	0.03912
160.13333	0.26355
160.13333	0.30044
160.13333	0.28932
160.13333	0.28755
160.13333	0.22730
160.13333	0.18476
160.13333	0.35377
160.13333	0.54533
160.13333	0.60011
160.13333	0.55258
160.13333	0.44560
160.11667	0.38889
160.11667	0.21392
160.05000	0.15447
159.95000	0.02671
159.88333	0.00883
159.85000	0.00947
159.80000	0.03686
159.73333	0.46429
159.71667	0.57385
159.70000	0.59592
159.70000	0.59189
159.70000	0.58287
159.70000	0.58899
159.70000	0.59060
159.70000	0.60220
159.70000	0.60381
159.70000	0.60623
159.70000	0.60075
159.70000	0.60124
159.70000	0.59479
159.70000	0.58303
159.70000	0.57755
159.70000	0.57884
159.70000	0.59141
159.70000	0.59189
159.70000	0.60462
159.70000	0.60398
159.70000	0.60575
159.70000	0.60591
159.70000	0.60736
159.70000	0.60365
159.70000	0.59914
159.70000	0.59673
159.70000	0.60269
159.68333	0.59979
159.68333	0.59479
159.68333	0.59914
159.68333	0.59689
159.68333	0.59963
159.68333	0.59576
159.68333	0.59431
159.68333	0.59511
159.68333	0.58948
159.68333	0.57626
159.68333	0.56305
159.68333	0.54275
159.68333	0.48959
159.68333	0.41000
159.68333	0.30817
159.68333	0.39163
159.68333	0.57675
159.70000	0.59060
159.70000	0.59093
159.70000	0.58513
159.70000	0.57401
159.70000	0.57514
159.70000	0.57272
159.71667	0.57369
159.71667	0.56418
159.71667	0.55903
159.73333	0.53808
159.73333	0.52680
159.73333	0.51359
159.75000	0.49796
159.75000	0.48395
159.76667	0.47186
159.78333	0.46478
159.81667	0.41306
159.86667	0.36199
159.91667	0.28642
159.95000	0.14722
159.98333	0.04073
160.00000	0.02671
160.00000	0.04379
160.00000	0.23084
160.00000	0.49539
160.00000	0.59238
160.00000	0.60220
160.00000	0.59946
160.00000	0.59173
160.00000	0.58867
160.00000	0.58948
160.00000	0.58883
160.00000	0.60027
159.98333	0.61235
159.98333	0.59447
159.98333	0.59753
159.98333	0.60301
160.00000	0.60285
160.00000	0.60881
160.00000	0.60913
160.00000	0.60414
160.00000	0.60994
160.00000	0.59898
160.00000	0.61010
160.00000	0.61042
160.00000	0.60913
160.01667	0.61203
160.01667	0.60543
160.05000	0.60108
160.05000	0.59624
160.08333	0.59173
160.10000	0.59463
160.11667	0.59012
160.16667	0.59350
160.23333	0.59060
160.30000	0.59399
160.35000	0.59592
160.38333	0.60526
160.41667	0.59930
160.45000	0.59946
160.48333	0.59656
160.55000	0.59302
160.61667	0.59995
160.71667	0.59511
160.81667	0.59608
160.96667	0.59028
161.06667	0.59753
161.10000	0.59656
161.11667	0.59769
161.15000	0.59173
161.16667	0.59189
161.25000	0.58400
161.33333	0.56708
161.36667	0.56386
161.40000	0.56209
161.41667	0.56257
161.41667	0.57079
161.41667	0.57707
161.41667	0.58480
161.41667	0.58545
161.41667	0.59141
161.41667	0.59737
161.41667	0.60140
161.41667	0.60430
161.40000	0.59834
161.40000	0.59640
161.40000	0.60075
161.38333	0.59769
161.36667	0.60414
161.35000	0.60027
161.33333	0.60140
161.30000	0.59576
161.28333	0.58174
161.25000	0.56740
161.20000	0.55564
161.08333	0.56837
161.00000	0.57691
160.91667	0.57691
160.85000	0.57916
160.78333	0.58980
160.70000	0.59463
160.61667	0.60172
160.55000	0.59979
160.48333	0.60381
160.38333	0.60526
160.31667	0.60607
160.25000	0.61171
160.20000	0.60140
160.15000	0.61155
160.10000	0.60655
160.00000	0.60349
159.90000	0.60800
159.80000	0.59689
159.68333	0.58835
159.56667	0.58400
159.43333	0.57997
159.31667	0.56064
159.21667	0.56160
159.10000	0.56773
159.01667	0.57063
158.93333	0.59366
158.85000	0.60349
158.75000	0.61574
158.58333	0.60768
158.48333	0.60365
158.41667	0.61139
158.36667	0.59946
158.35000	0.60027
158.33333	0.59721
158.33333	0.60204
158.33333	0.59656
158.33333	0.59576
158.33333	0.59528
158.33333	0.59592
158.33333	0.60333
158.35000	0.60011
158.35000	0.60333
158.35000	0.59528
158.33333	0.60349
158.23333	0.60494
158.13333	0.58996
158.11667	0.42224
158.10000	0.02365
158.01667	0.00931
157.80000	0.03718
157.45000	0.35844
157.11667	0.57353
156.90000	0.61783
156.83333	0.62057
156.71667	0.61509
156.63333	0.62444
156.58333	0.61703
156.56667	0.61912
156.56667	0.61284
156.56667	0.60736
156.56667	0.60236
156.56667	0.58593
156.56667	0.58593
156.56667	0.58609
156.56667	0.59673
156.56667	0.62073
156.56667	0.61654
156.56667	0.62009
156.56667	0.61187
156.56667	0.61928
156.56667	0.61574
156.56667	0.61203
156.56667	0.60752
156.58333	0.61203
156.58333	0.60269
156.60000	0.60671
156.60000	0.59818
156.60000	0.60639
156.61667	0.60430
156.63333	0.59834
156.71667	0.60188
156.90000	0.60671
157.10000	0.60526
157.26667	0.60317
157.35000	0.60639
157.38333	0.60365
157.43333	0.59914
157.48333	0.60526
157.56667	0.60704
157.65000	0.60913
157.73333	0.61123
157.83333	0.60671
157.90000	0.59753
158.00000	0.60607
158.06667	0.60140
158.11667	0.60543
158.15000	0.60462
158.23333	0.60494
158.33333	0.60736
158.38333	0.60688
158.46667	0.60688
158.58333	0.60398
158.70000	0.60301
158.80000	0.59624
158.85000	0.59834
158.93333	0.60156
159.00000	0.59076
159.03333	0.57900
159.05000	0.56112
159.06667	0.54807
159.06667	0.55274
159.06667	0.56321
159.06667	0.57820
159.06667	0.58303
159.08333	0.57691
159.11667	0.55081
159.20000	0.54050
159.25000	0.53615
159.26667	0.53808
159.28333	0.53421
159.28333	0.54581
159.28333	0.58303
159.30000	0.59205
159.30000	0.59608
159.33333	0.59318
159.38333	0.57256
159.46667	0.55806
159.56667	0.50666
159.65000	0.46333
159.75000	0.50022
159.88333	0.57191
159.95000	0.59882
160.00000	0.60398
160.05000	0.60140
160.11667	0.60398
160.16667	0.58980
160.20000	0.58625
160.21667	0.58368
160.23333	0.57965
160.23333	0.58561
160.23333	0.58674
160.25000	0.58722
160.25000	0.58641
160.28333	0.59173
160.30000	0.58561
160.30000	0.58851
160.30000	0.59157
160.30000	0.59463
160.30000	0.60140
160.30000	0.60317
160.30000	0.60816
160.30000	0.60494
160.31667	0.60204
160.35000	0.59785
160.41667	0.59544
160.48333	0.60140
160.55000	0.59528
160.61667	0.59560
160.65000	0.59302
160.70000	0.58996
160.76667	0.59221
160.83333	0.58980
160.88333	0.58529
160.91667	0.58722
160.91667	0.59656
160.91667	0.59399
160.91667	0.60398
160.91667	0.60559
160.91667	0.59850
160.91667	0.59737
160.91667	0.60091
160.93333	0.60011
160.93333	0.60108
160.93333	0.59898
160.93333	0.60494
160.93333	0.59946
160.93333	0.59963
160.93333	0.59528
160.93333	0.59673
160.91667	0.59109
160.91667	0.58835
160.91667	0.59286
160.91667	0.59238
160.91667	0.59093
160.90000	0.58899
160.88333	0.59205
160.85000	0.58883
160.78333	0.59286
160.75000	0.60559
160.68333	0.60172
160.61667	0.60623
160.55000	0.60768
160.48333	0.60414
160.45000	0.59979
160.43333	0.60108
160.41667	0.60768
160.38333	0.59673
160.36667	0.60236
160.31667	0.60655
160.26667	0.60494
160.21667	0.59979
160.16667	0.60655
160.08333	0.60285
160.00000	0.59721
159.93333	0.58851
159.85000	0.57369
159.80000	0.56225
159.76667	0.56354
159.75000	0.57530
159.73333	0.57804
159.71667	0.59141
159.70000	0.59270
159.68333	0.60220
159.66667	0.60768
159.63333	0.60301
159.61667	0.60188
159.58333	0.60639
159.53333	0.60414
159.48333	0.59624
159.43333	0.60027
159.40000	0.59769
159.35000	0.60075
159.28333	0.60381
159.20000	0.60188
159.15000	0.60075
159.10000	0.59656
159.03333	0.59479
158.98333	0.59109
158.95000	0.59302
158.91667	0.58819
158.90000	0.59028
158.90000	0.59818
158.90000	0.60510
158.90000	0.60285
158.88333	0.59898
158.88333	0.60091
158.88333	0.60140
158.88333	0.60365
158.86667	0.60285
158.86667	0.60156
158.80000	0.60591
158.73333	0.60398
158.68333	0.59753
158.63333	0.60543
158.56667	0.59801
158.50000	0.60140
158.45000	0.59431
158.41667	0.59318
158.40000	0.59479
158.38333	0.59560
158.38333	0.60220
158.38333	0.59882
158.38333	0.60011
158.38333	0.60091
158.38333	0.60430
158.38333	0.60494
158.38333	0.60800
158.38333	0.59979
158.38333	0.59866
158.38333	0.59286
158.38333	0.59350
158.38333	0.58513
158.36667	0.59012
158.36667	0.59205
158.36667	0.59914
158.35000	0.60220
158.30000	0.60688
158.25000	0.59995
158.21667	0.59189
158.20000	0.59882
158.18333	0.59608
158.16667	0.59431
158.15000	0.58351
158.13333	0.58400
158.10000	0.58029
158.05000	0.58061
158.00000	0.58432
157.95000	0.58255
157.88333	0.57417
157.83333	0.57385
157.75000	0.56015
157.65000	0.54453
157.58333	0.52696
157.53333	0.52922
157.50000	0.54066
157.46667	0.56064
157.45000	0.57143
157.43333	0.58287
157.41667	0.59930
157.40000	0.59995
157.40000	0.60333
157.40000	0.59721
157.40000	0.60140
157.38333	0.59753
157.33333	0.59656
157.28333	0.59560
157.23333	0.58754
157.13333	0.57997
157.01667	0.58094
156.93333	0.57723
156.88333	0.57014
156.85000	0.56998
156.83333	0.57530
156.83333	0.58480
156.83333	0.58931
156.83333	0.58803
156.83333	0.58996
156.83333	0.59189
156.81667	0.60333
156.81667	0.60639
156.80000	0.60349
156.80000	0.60043
156.78333	0.59431
156.76667	0.59544
156.73333	0.59511
156.70000	0.58964
156.66667	0.59495
156.61667	0.59044
156.56667	0.59415
156.51667	0.60720
156.46667	0.60156
156.40000	0.60349
156.36667	0.60220
156.33333	0.60172
156.25000	0.60333
156.18333	0.59270
156.15000	0.60285
156.11667	0.60736
156.08333	0.60446
156.03333	0.60478
156.01667	0.60688
155.98333	0.60671
155.95000	0.60575
155.93333	0.60768
155.91667	0.60865
155.91667	0.60301
155.90000	0.60510
155.86667	0.60156
155.83333	0.60929
155.80000	0.60655
155.76667	0.60929
155.70000	0.60381
155.68333	0.60430
155.66667	0.60543
155.65000	0.59898
155.60000	0.58770
155.50000	0.59399
155.35000	0.60816
155.18333	0.61171
155.06667	0.62121
154.98333	0.62379
154.91667	0.62444
154.80000	0.60945
154.70000	0.58738
154.61667	0.58029
154.56667	0.56934
154.48333	0.56773
154.36667	0.54614
154.26667	0.55935
154.20000	0.56225
154.11667	0.54565
154.06667	0.54549
154.03333	0.56531
154.00000	0.60671
153.96667	0.62992
153.91667	0.62814
153.88333	0.62428
153.83333	0.62234
153.78333	0.62653
153.75000	0.62476
153.73333	0.62250
153.71667	0.61686
153.70000	0.60994
153.66667	0.61654
153.61667	0.61654
153.55000	0.61010
153.48333	0.61123
153.45000	0.61010
153.40000	0.60897
153.36667	0.59689
153.33333	0.59850
153.26667	0.59544
153.20000	0.57659
153.11667	0.56031
153.06667	0.54388
153.03333	0.54179
153.00000	0.55500
152.93333	0.59963
152.88333	0.62379
152.81667	0.63362
152.78333	0.62331
152.75000	0.62895
152.73333	0.62685
152.71667	0.62444
152.68333	0.63040
152.66667	0.63298
152.65000	0.62863
152.61667	0.62718
152.55000	0.63684
152.50000	0.63539
152.41667	0.63217
152.31667	0.62782
152.25000	0.62975
152.20000	0.62379
152.18333	0.63249
152.18333	0.62895
152.16667	0.61848
152.13333	0.61670
152.10000	0.62685
152.06667	0.62460
152.05000	0.62879
152.01667	0.62830
152.00000	0.62782
151.98333	0.63008
151.95000	0.63362
151.90000	0.63120
151.81667	0.63120
151.71667	0.62154
151.63333	0.61815
151.56667	0.63249
151.48333	0.63346
151.40000	0.62685
151.35000	0.62718
151.31667	0.62524
151.30000	0.62460
151.28333	0.62508
151.28333	0.63169
151.26667	0.62814
151.25000	0.62734
151.21667	0.63008
151.18333	0.62734
151.13333	0.62234
151.08333	0.62073
151.03333	0.60897
150.98333	0.59995
150.96667	0.58786
150.95000	0.59334
150.93333	0.59689
150.93333	0.60349
150.93333	0.62363
150.93333	0.62702
150.91667	0.63056
150.91667	0.62798
150.91667	0.63249
150.91667	0.63539
150.91667	0.64135
150.91667	0.62847
150.90000	0.63282
150.90000	0.63088
150.90000	0.63249
150.86667	0.63362
150.83333	0.62943
150.81667	0.63572
