Polarization of Light 'Brewsters' Data File Wed, Nov 19, 2025 7:41 PM
Sensor Position (Degrees)	Light Intensity (Volts)
173.13333	0.21811
173.13333	0.22053
173.13333	0.22037
173.13333	0.22069
173.13333	0.22585
173.13333	0.23100
173.15000	0.21634
173.15000	0.20925
173.15000	0.21070
173.15000	0.22327
173.15000	0.22246
173.13333	0.22826
173.11667	0.22778
173.06667	0.23149
172.93333	0.23229
172.80000	0.23084
172.65000	0.22826
172.53333	0.20780
172.45000	0.19346
172.38333	0.17784
172.36667	0.18267
172.36667	0.19105
172.35000	0.20281
172.35000	0.21554
172.35000	0.22875
172.35000	0.23600
172.35000	0.22359
172.35000	0.21844
172.35000	0.21328
172.35000	0.21650
172.35000	0.21537
172.35000	0.20168
172.35000	0.20522
172.35000	0.20458
172.35000	0.21264
172.36667	0.23310
172.36667	0.22714
172.36667	0.21102
172.36667	0.21618
172.36667	0.21473
172.35000	0.20667
172.35000	0.20796
172.35000	0.20893
172.35000	0.19346
172.35000	0.19105
172.35000	0.18492
172.35000	0.18202
172.35000	0.18509
172.35000	0.18380
172.35000	0.18541
172.35000	0.20410
172.35000	0.21505
172.35000	0.21715
172.35000	0.21537
172.35000	0.21972
172.35000	0.21860
172.35000	0.22343
172.33333	0.22246
172.33333	0.23342
172.33333	0.23004
172.30000	0.23503
172.26667	0.22730
172.23333	0.23116
172.20000	0.23294
172.18333	0.23712
172.16667	0.23874
172.15000	0.23906
172.13333	0.23648
172.13333	0.23890
172.11667	0.23793
172.10000	0.23616
172.08333	0.23841
172.03333	0.23922
171.95000	0.24260
171.88333	0.23890
171.81667	0.23696
171.75000	0.23761
171.70000	0.23938
171.66667	0.23551
171.66667	0.23809
171.66667	0.24147
171.66667	0.23906
171.66667	0.23712
171.65000	0.23245
171.65000	0.23294
171.65000	0.23487
171.65000	0.23374
171.65000	0.22826
171.63333	0.23616
171.63333	0.22730
171.61667	0.23036
171.61667	0.23310
171.60000	0.23181
171.58333	0.23294
171.56667	0.23326
171.56667	0.23245
171.55000	0.23519
171.55000	0.23036
171.55000	0.22794
171.53333	0.22552
171.51667	0.22810
171.45000	0.22569
171.40000	0.23326
171.35000	0.23052
171.31667	0.23503
171.28333	0.23632
171.23333	0.23294
171.21667	0.23535
171.16667	0.23294
171.10000	0.23390
171.05000	0.23535
171.00000	0.23970
170.93333	0.23584
170.81667	0.23890
170.76667	0.23874
170.71667	0.24115
170.66667	0.23954
170.63333	0.24454
170.58333	0.24147
170.55000	0.24389
170.51667	0.24566
170.50000	0.23922
170.48333	0.24035
170.46667	0.22681
170.43333	0.22794
170.41667	0.21537
170.36667	0.21151
170.33333	0.19862
170.28333	0.19685
170.23333	0.18219
170.20000	0.16962
170.16667	0.16253
170.13333	0.14884
170.11667	0.14481
170.11667	0.15399
170.10000	0.16752
170.10000	0.20522
170.08333	0.21779
170.08333	0.22021
170.06667	0.21763
170.05000	0.21650
170.03333	0.22246
170.03333	0.23004
170.03333	0.22585
170.01667	0.22198
170.01667	0.22214
170.00000	0.22134
170.00000	0.22359
170.00000	0.19749
169.98333	0.14787
169.98333	0.19701
169.98333	0.21376
169.98333	0.22230
169.98333	0.22246
169.98333	0.22714
169.98333	0.22649
169.98333	0.22053
169.98333	0.21779
169.98333	0.22198
169.96667	0.22601
169.96667	0.22391
169.96667	0.22166
169.96667	0.21554
169.95000	0.20474
169.93333	0.21167
169.90000	0.22601
169.86667	0.23068
169.85000	0.23632
169.80000	0.23809
169.75000	0.24599
169.71667	0.24325
169.68333	0.24244
169.66667	0.23906
169.65000	0.24147
169.65000	0.24067
169.65000	0.24260
169.65000	0.24196
169.65000	0.23358
169.65000	0.23632
169.63333	0.23487
169.63333	0.22955
169.61667	0.23197
169.60000	0.23696
169.58333	0.23277
169.56667	0.22665
169.55000	0.22778
169.53333	0.22504
169.51667	0.22794
169.50000	0.23809
169.48333	0.23616
169.45000	0.23406
169.43333	0.23439
169.41667	0.23745
169.41667	0.23310
169.40000	0.24035
169.35000	0.23841
169.26667	0.23406
169.20000	0.24212
169.16667	0.23841
169.15000	0.24502
169.13333	0.23938
169.13333	0.23616
169.11667	0.24486
169.11667	0.24019
169.11667	0.24341
169.10000	0.23503
169.03333	0.22826
168.88333	0.23245
168.73333	0.23100
168.61667	0.23906
168.53333	0.24872
168.50000	0.24953
168.48333	0.24856
168.48333	0.24470
168.46667	0.24164
168.46667	0.24695
168.46667	0.24309
168.46667	0.24357
168.46667	0.24969
168.46667	0.24776
168.46667	0.24889
168.46667	0.24663
168.46667	0.23664
168.46667	0.22971
168.41667	0.22327
168.40000	0.24228
168.40000	0.25275
168.40000	0.24582
168.40000	0.25130
168.40000	0.25275
168.40000	0.22375
168.40000	0.13369
168.40000	0.08826
168.40000	0.15673
168.40000	0.21779
168.40000	0.24840
168.41667	0.25307
168.41667	0.25034
168.41667	0.25372
168.41667	0.25130
168.41667	0.25275
168.41667	0.24292
168.41667	0.24147
168.41667	0.23954
168.41667	0.24969
168.40000	0.24985
168.40000	0.24937
168.40000	0.24518
168.40000	0.24776
168.40000	0.25017
168.40000	0.25146
168.40000	0.25034
168.40000	0.25211
168.40000	0.25388
168.41667	0.25791
168.41667	0.25211
168.41667	0.24582
168.41667	0.24969
168.41667	0.25324
168.41667	0.24872
168.41667	0.25243
168.41667	0.25227
168.41667	0.24937
168.41667	0.23149
168.41667	0.15157
168.41667	0.00947
168.41667	0.00593
168.41667	0.00690
168.41667	0.02204
168.41667	0.04911
168.41667	0.08890
168.40000	0.18702
168.38333	0.21747
168.33333	0.23970
168.26667	0.24180
168.21667	0.25017
168.16667	0.24679
168.11667	0.24454
168.10000	0.24921
168.05000	0.24228
168.00000	0.22585
167.93333	0.20941
167.86667	0.16930
167.73333	0.14674
167.61667	0.19105
167.51667	0.22262
167.43333	0.24099
167.35000	0.24164
167.26667	0.25340
167.21667	0.25179
167.16667	0.22971
167.15000	0.22601
167.11667	0.21441
167.08333	0.20893
167.06667	0.20120
167.05000	0.19169
167.03333	0.19975
167.01667	0.20603
167.00000	0.22488
166.98333	0.22407
166.96667	0.22875
166.96667	0.23729
166.95000	0.23229
166.93333	0.23020
166.90000	0.23036
166.83333	0.21199
166.75000	0.21296
166.68333	0.19395
166.66667	0.20039
166.63333	0.19411
166.63333	0.21344
166.63333	0.22665
166.61667	0.22424
166.61667	0.23793
166.61667	0.24212
166.61667	0.24615
166.61667	0.25082
166.61667	0.24389
166.61667	0.24196
166.61667	0.25549
166.61667	0.25581
166.61667	0.25436
166.61667	0.25179
166.60000	0.24872
166.60000	0.25034
166.60000	0.25179
166.60000	0.25066
166.60000	0.25082
166.60000	0.24599
166.60000	0.25469
166.58333	0.24953
166.58333	0.24969
166.58333	0.24889
166.58333	0.24147
166.58333	0.24518
166.58333	0.25114
166.58333	0.25436
166.58333	0.24969
166.58333	0.24905
166.58333	0.24131
166.58333	0.23890
166.58333	0.24292
166.58333	0.24582
166.58333	0.24437
166.58333	0.25179
166.58333	0.24260
166.58333	0.23664
166.58333	0.16672
166.58333	-0.00261
166.58333	0.90654
166.56667	0.00029
166.56667	0.04460
166.56667	0.06731
166.55000	0.14320
166.55000	-0.00100
166.53333	-0.00052
166.51667	0.17026
166.48333	0.18589
166.41667	0.21409
166.35000	0.24099
166.31667	0.24196
166.28333	0.25001
166.26667	0.24647
166.25000	0.24760
166.25000	0.25001
166.25000	0.24647
166.25000	0.24389
166.23333	0.24099
166.21667	0.23761
166.21667	0.24679
166.20000	0.24341
166.20000	0.24325
166.20000	0.24534
166.18333	0.24244
166.18333	0.25146
166.18333	0.24727
166.16667	0.25179
166.16667	0.25469
166.16667	0.24470
166.16667	0.25146
166.16667	0.25485
166.16667	0.25469
166.15000	0.25211
166.15000	0.24599
166.15000	0.25162
166.15000	0.24921
166.15000	0.25630
166.15000	0.25436
166.15000	0.25597
166.15000	0.24969
166.15000	0.24969
166.13333	0.25485
166.13333	0.25420
166.13333	0.25259
166.11667	0.25275
166.11667	0.25146
166.10000	0.24744
166.08333	0.24744
166.06667	0.25517
166.06667	0.25050
166.05000	0.24421
166.03333	0.24502
166.01667	0.25066
165.96667	0.25146
165.95000	0.24776
165.95000	0.24196
165.93333	0.24905
165.93333	0.24196
165.93333	0.25017
165.91667	0.24405
165.90000	0.24550
165.88333	0.24647
165.86667	0.24389
165.85000	0.24744
165.85000	0.24792
165.81667	0.23986
165.78333	0.24534
165.75000	0.25275
165.73333	0.24969
165.71667	0.25066
165.70000	0.24905
165.70000	0.24921
165.68333	0.25227
165.68333	0.24727
165.66667	0.25179
165.66667	0.24566
165.66667	0.23890
165.65000	0.24276
165.65000	0.24292
165.65000	0.24518
165.63333	0.24373
165.61667	0.24180
165.60000	0.24502
165.56667	0.24599
165.53333	0.24840
165.51667	0.24373
165.50000	0.24615
165.50000	0.25179
165.48333	0.24856
165.48333	0.25372
165.46667	0.24921
165.46667	0.25243
165.45000	0.25098
165.43333	0.24437
165.43333	0.25114
165.41667	0.25388
165.40000	0.25597
165.38333	0.25549
165.38333	0.24889
165.36667	0.25436
165.35000	0.25597
165.35000	0.25066
165.35000	0.25162
165.33333	0.25469
165.30000	0.25597
165.28333	0.25066
165.25000	0.25630
165.23333	0.25517
165.21667	0.25726
165.20000	0.25759
165.20000	0.25195
165.18333	0.25227
165.18333	0.25291
165.18333	0.25275
165.16667	0.25162
165.16667	0.24889
165.16667	0.25001
165.16667	0.24615
165.16667	0.25050
165.16667	0.25114
165.15000	0.24582
165.15000	0.24566
165.15000	0.24534
165.15000	0.24164
165.15000	0.23857
165.15000	0.21924
165.15000	0.22923
165.15000	0.24099
165.15000	0.23471
165.15000	0.23793
165.15000	0.22714
165.15000	0.23326
165.15000	0.23761
165.15000	0.24083
165.15000	0.25436
165.15000	0.22649
165.15000	0.25098
165.15000	0.25404
165.15000	0.23503
165.15000	0.23277
165.15000	0.22746
165.15000	0.19105
165.15000	0.15947
165.15000	0.08777
165.16667	-0.00019
165.16667	0.94569
165.18333	0.00110
165.18333	-0.00084
165.18333	-0.00084
165.18333	0.15689
165.18333	0.24872
165.18333	0.24985
165.18333	0.24228
165.16667	0.25243
165.16667	0.24228
165.16667	0.22826
165.16667	0.24309
165.16667	0.23696
165.16667	0.26000
165.16667	0.26210
165.15000	0.26629
165.15000	0.26081
165.08333	0.25501
165.00000	0.26242
164.96667	0.25275
164.93333	0.25871
164.91667	0.25936
164.88333	0.25952
164.85000	0.26097
164.81667	0.25726
164.78333	0.26226
164.76667	0.25452
164.75000	0.25211
164.75000	0.25726
164.75000	0.26129
164.73333	0.26467
164.71667	0.26065
164.70000	0.25807
164.66667	0.25952
164.61667	0.26741
164.56667	0.26145
164.53333	0.25791
164.51667	0.25678
164.50000	0.25968
164.50000	0.25904
164.50000	0.26016
164.48333	0.26113
164.48333	0.25517
164.48333	0.25420
164.46667	0.24276
164.46667	0.24760
164.45000	0.25291
164.43333	0.25259
164.38333	0.26000
164.31667	0.25710
164.26667	0.25823
164.21667	0.25742
164.18333	0.25646
164.16667	0.25662
164.15000	0.25485
164.15000	0.25436
164.13333	0.24937
164.13333	0.25614
164.11667	0.25742
164.10000	0.25436
164.10000	0.25307
164.08333	0.25501
164.08333	0.25678
164.08333	0.24953
164.08333	0.24921
164.08333	0.25533
164.08333	0.25565
164.06667	0.25759
164.05000	0.25597
164.05000	0.25694
164.03333	0.24744
164.01667	0.24115
164.01667	0.23310
164.01667	0.24357
163.98333	0.25307
163.95000	0.25307
163.90000	0.26113
163.86667	0.26016
163.83333	0.26467
163.80000	0.25742
163.76667	0.26580
163.75000	0.25871
163.73333	0.25855
163.73333	0.26677
163.71667	0.26741
163.71667	0.25968
163.70000	0.25823
163.70000	0.26467
163.68333	0.26274
163.66667	0.25904
163.66667	0.26629
163.65000	0.26451
163.65000	0.26371
163.58333	0.25968
163.53333	0.25904
163.48333	0.25469
163.48333	0.27160
163.48333	0.26854
163.48333	0.26419
163.46667	0.26741
163.45000	0.26403
163.43333	0.26355
163.41667	0.25904
163.40000	0.26322
163.38333	0.26322
163.36667	0.25726
163.33333	0.26709
163.30000	0.26129
163.28333	0.26693
163.26667	0.25936
163.26667	0.26467
163.25000	0.26806
163.21667	0.26677
163.16667	0.26548
163.11667	0.26484
163.10000	0.26677
163.08333	0.26322
163.08333	0.25742
163.06667	0.26564
163.03333	0.26919
163.01667	0.27209
163.00000	0.26902
162.98333	0.26629
162.98333	0.26355
162.96667	0.26870
162.95000	0.26516
162.91667	0.26548
162.88333	0.26838
162.83333	0.26854
162.78333	0.26516
162.76667	0.26902
162.76667	0.26886
162.75000	0.25759
162.73333	0.25759
162.73333	0.25549
162.71667	0.26580
162.71667	0.26580
162.70000	0.27289
162.70000	0.27144
162.68333	0.26806
162.65000	0.26435
162.60000	0.26161
162.56667	0.25839
162.50000	0.24856
162.48333	0.24856
162.48333	0.23906
162.46667	0.24228
162.46667	0.24002
162.46667	0.24454
162.46667	0.24260
162.46667	0.23938
162.46667	0.23712
162.46667	0.23696
162.46667	0.23680
162.46667	0.23664
162.46667	0.24083
162.46667	0.23503
162.46667	0.24067
162.46667	0.24325
162.46667	0.23503
162.46667	0.23181
162.46667	0.22842
162.46667	0.25936
162.46667	0.25501
162.46667	0.26032
162.46667	0.25968
162.46667	0.25646
162.46667	0.26387
162.46667	0.26258
162.46667	0.26983
162.46667	0.26919
162.46667	0.26741
162.46667	0.27289
162.46667	0.26629
162.46667	0.16785
162.46667	0.14255
162.46667	0.15915
162.46667	0.15802
162.46667	0.20522
162.46667	0.22424
162.46667	0.22762
162.46667	0.23793
162.48333	0.25678
162.48333	0.27112
162.48333	0.15657
162.48333	0.24260
162.48333	0.26870
162.48333	0.26645
162.48333	0.26741
162.48333	0.27724
162.46667	0.27531
162.46667	0.27031
162.46667	0.27064
162.46667	0.26032
162.46667	0.26693
162.46667	0.26065
162.46667	0.25936
162.46667	0.26339
162.46667	0.25952
162.46667	0.26387
162.45000	0.26113
162.45000	0.25533
162.45000	0.24985
162.43333	0.21537
162.43333	0.19733
162.43333	0.19362
162.41667	0.13997
162.40000	0.16172
162.36667	0.16881
162.30000	0.20442
162.23333	0.22150
162.18333	0.22617
162.16667	0.23261
162.15000	0.21119
162.13333	0.21666
162.11667	0.19427
162.11667	0.19298
162.10000	0.16479
162.08333	0.13031
162.05000	0.15431
162.00000	0.18525
161.93333	0.21747
161.80000	0.24502
161.61667	0.26226
161.46667	0.27144
161.36667	0.26274
161.31667	0.25887
161.30000	0.26339
161.30000	0.26242
161.30000	0.27482
161.30000	0.26757
161.28333	0.27466
161.28333	0.27128
161.28333	0.27080
161.28333	0.27015
161.28333	0.26516
161.28333	0.27047
161.28333	0.26951
161.28333	0.26532
161.26667	0.26290
161.26667	0.26886
161.26667	0.27096
161.26667	0.27031
161.26667	0.27273
161.25000	0.26693
161.25000	0.27515
161.25000	0.27482
161.25000	0.26870
161.25000	0.27192
161.25000	0.27080
161.25000	0.26629
161.25000	0.26806
161.25000	0.26806
161.25000	0.27563
161.25000	0.27305
161.23333	0.26709
161.18333	0.25871
161.10000	0.25356
161.06667	0.25146
161.03333	0.24357
161.00000	0.24454
160.95000	0.25017
160.90000	0.24711
160.86667	0.25920
160.85000	0.25984
160.83333	0.26580
160.81667	0.25710
160.80000	0.26532
160.78333	0.26081
160.78333	0.26516
160.76667	0.26645
160.73333	0.26516
160.68333	0.27225
160.60000	0.27466
160.56667	0.27144
160.56667	0.27176
160.55000	0.27579
160.53333	0.27064
160.50000	0.27064
160.43333	0.26339
160.38333	0.27080
160.33333	0.26339
160.30000	0.26709
160.26667	0.26629
160.21667	0.25759
160.18333	0.25307
160.16667	0.25565
160.15000	0.25452
160.15000	0.26419
160.13333	0.27515
160.11667	0.27434
160.10000	0.27499
160.08333	0.27692
160.05000	0.27144
160.00000	0.26935
159.93333	0.25791
159.83333	0.24905
159.75000	0.23954
159.68333	0.22617
159.63333	0.21795
159.60000	0.21360
159.56667	0.22520
159.56667	0.23874
159.55000	0.26564
159.53333	0.27015
159.51667	0.27047
159.50000	0.26564
159.48333	0.25839
159.46667	0.25340
159.46667	0.25114
159.45000	0.24921
159.43333	0.25162
159.41667	0.24679
159.40000	0.24937
159.36667	0.24341
159.33333	0.23229
159.31667	0.23503
159.31667	0.24083
159.30000	0.23906
159.30000	0.24824
159.30000	0.25372
159.30000	0.27080
159.30000	0.27160
159.30000	0.26967
159.30000	0.22375
159.30000	0.05684
159.28333	0.12112
159.26667	0.13208
159.26667	0.14078
159.26667	0.00690
159.28333	0.04492
159.28333	0.26854
159.28333	0.27853
159.28333	0.28385
159.28333	0.27966
159.28333	0.27837
159.28333	0.28465
159.28333	0.28256
159.28333	0.27337
159.28333	0.26403
159.28333	0.26145
159.28333	0.26145
159.28333	0.26725
159.28333	0.27080
159.25000	0.27321
159.20000	0.26467
159.08333	0.27644
159.01667	0.27805
158.96667	0.27241
158.93333	0.27579
158.91667	0.27482
158.90000	0.27273
158.90000	0.27047
158.88333	0.27515
158.88333	0.27015
158.86667	0.27289
158.85000	0.27273
158.85000	0.27450
158.83333	0.27869
158.83333	0.27692
158.81667	0.28046
158.81667	0.27482
158.81667	0.27772
158.81667	0.27853
158.81667	0.28111
158.81667	0.28030
158.81667	0.27821
158.81667	0.27950
158.81667	0.27337
158.81667	0.27321
158.81667	0.26500
158.81667	0.25275
158.81667	0.25098
158.81667	0.24856
158.81667	0.24824
158.81667	0.26258
158.81667	0.25597
158.80000	0.27482
158.76667	0.27708
158.66667	0.27547
158.60000	0.27080
158.58333	0.27531
158.56667	0.27289
158.55000	0.27692
158.50000	0.27354
158.45000	0.27853
158.40000	0.27950
158.36667	0.27563
158.35000	0.27966
158.33333	0.27450
158.33333	0.28207
158.31667	0.27756
158.28333	0.26806
158.25000	0.27917
158.23333	0.27144
158.20000	0.27144
158.15000	0.27901
158.10000	0.27064
158.06667	0.26467
158.01667	0.25630
158.00000	0.26886
157.98333	0.27805
157.96667	0.28143
157.95000	0.28304
157.93333	0.27917
157.90000	0.28465
157.85000	0.28304
157.83333	0.28224
157.80000	0.28288
157.75000	0.28030
157.68333	0.27418
157.60000	0.27724
157.55000	0.27998
157.50000	0.27611
157.45000	0.27096
157.41667	0.27676
157.36667	0.28062
157.33333	0.27724
157.30000	0.27644
157.28333	0.26741
157.26667	0.27128
157.25000	0.27579
157.21667	0.27708
157.18333	0.27547
157.16667	0.27434
157.16667	0.27418
157.16667	0.26564
157.16667	0.24260
157.16667	0.25034
157.16667	0.24792
157.16667	0.26210
157.16667	0.28046
157.16667	0.28401
157.16667	0.28739
157.16667	0.29094
157.16667	0.28981
157.16667	0.29126
157.16667	0.29448
157.16667	0.29174
157.18333	0.28014
157.18333	0.22633
157.18333	0.20039
157.18333	0.18057
157.18333	0.17896
157.18333	0.19959
157.18333	0.22762
157.18333	0.25678
157.18333	0.28288
157.18333	0.29077
157.18333	0.28514
157.18333	0.28932
157.16667	0.27660
157.16667	0.27209
157.16667	0.23245
157.16667	0.15560
157.16667	0.05765
157.16667	0.03138
157.16667	-0.00245
157.16667	0.60011
157.16667	0.09905
157.16667	-0.00100
157.16667	-0.00116
157.16667	0.18170
157.16667	0.21747
157.18333	0.24905
157.18333	0.25469
157.18333	0.24373
157.18333	0.22504
157.18333	0.24663
157.18333	0.25372
157.18333	0.27337
157.16667	0.26870
157.16667	0.26564
157.16667	0.25581
157.16667	0.23567
157.16667	0.20571
157.16667	0.17977
157.16667	0.09470
157.16667	0.07505
157.15000	0.03799
157.15000	0.02043
157.13333	0.01624
157.11667	0.02768
157.08333	0.06393
157.03333	0.17993
156.98333	0.21521
156.90000	0.24727
156.75000	0.26886
156.58333	0.27128
156.53333	0.27176
156.53333	0.26886
156.53333	0.26629
156.51667	0.26838
156.48333	0.26500
156.43333	0.26757
156.38333	0.27241
156.35000	0.27901
156.33333	0.27080
156.33333	0.28062
156.33333	0.26806
156.33333	0.26790
156.33333	0.26935
156.33333	0.27740
156.33333	0.28143
156.31667	0.27595
156.31667	0.27354
156.31667	0.28336
156.31667	0.28514
156.31667	0.27692
156.31667	0.28626
156.31667	0.27982
156.31667	0.28304
156.31667	0.28095
156.31667	0.27644
156.31667	0.27998
156.31667	0.28143
156.31667	0.28610
156.31667	0.27724
156.31667	0.24196
156.33333	0.06441
156.33333	0.00287
156.31667	0.12418
156.31667	0.28143
156.31667	0.27869
156.31667	0.27080
156.31667	0.27934
156.33333	0.28691
156.33333	0.29609
156.33333	0.29335
156.33333	0.27885
156.33333	0.26629
156.33333	0.26242
156.33333	0.29174
156.35000	0.28900
156.35000	0.28820
156.35000	0.29303
156.35000	0.29206
156.36667	0.28932
156.36667	0.29110
156.36667	0.28884
156.36667	0.28626
156.36667	0.27644
156.35000	0.27209
156.35000	0.26983
156.35000	0.29367
156.33333	0.27772
156.30000	0.26999
156.20000	0.26596
156.11667	0.26306
156.03333	0.26774
155.93333	0.25710
155.85000	0.25726
155.73333	0.27112
155.63333	0.27998
155.56667	0.28207
155.48333	0.28916
155.40000	0.27096
155.28333	0.22842
155.20000	0.23068
154.98333	0.22907
154.68333	0.17977
154.40000	0.20281
154.18333	0.16946
154.06667	0.15496
153.96667	0.17139
153.85000	0.17107
153.78333	0.24196
153.75000	0.28207
153.75000	0.28449
153.75000	0.28530
153.75000	0.27805
153.75000	0.27998
153.75000	0.27821
153.75000	0.28610
153.75000	0.28240
153.75000	0.28336
153.75000	0.28175
153.75000	0.29545
153.75000	0.29206
153.76667	0.28642
153.78333	0.29142
153.80000	0.28578
153.81667	0.28336
153.83333	0.28626
153.85000	0.28965
153.86667	0.28707
153.91667	0.29367
153.95000	0.28932
154.01667	0.29464
154.08333	0.28820
154.16667	0.28932
154.21667	0.28224
154.28333	0.27966
154.41667	0.27064
154.58333	0.26177
154.65000	0.26822
154.73333	0.27499
154.83333	0.26774
154.91667	0.26999
155.00000	0.26532
155.10000	0.26645
155.20000	0.26757
155.38333	0.25887
155.55000	0.25597
155.68333	0.21312
155.71667	0.23181
155.71667	0.26854
155.71667	0.28417
155.71667	0.26032
155.71667	0.27563
155.71667	0.28191
155.71667	0.26790
155.71667	0.19556
155.71667	0.07327
155.71667	0.03203
155.71667	0.21972
155.71667	0.27579
155.71667	0.27740
155.71667	0.26194
155.71667	0.26387
155.71667	0.27982
155.71667	0.27209
155.71667	0.27579
155.71667	0.28288
155.71667	0.28191
155.71667	0.27515
155.71667	0.28191
155.71667	0.28207
155.71667	0.28127
155.71667	0.28642
155.71667	0.28465
155.71667	0.28755
155.71667	0.28852
155.71667	0.27450
155.71667	0.28401
155.71667	0.28546
155.71667	0.28143
155.70000	0.27869
155.71667	0.28659
155.71667	0.28481
155.71667	0.28369
155.71667	0.28916
155.71667	0.29013
155.71667	0.28320
155.71667	0.29029
155.71667	0.29110
155.71667	0.28610
155.71667	0.28868
155.71667	0.28642
155.71667	0.28546
155.71667	0.27692
155.71667	0.28191
155.71667	0.28610
155.71667	0.28836
155.73333	0.28320
155.73333	0.28369
155.73333	0.28481
155.75000	0.28546
155.76667	0.27805
155.76667	0.28497
155.78333	0.28433
155.80000	0.28514
155.81667	0.28224
155.83333	0.28127
155.85000	0.27740
155.86667	0.28514
155.88333	0.25646
155.90000	0.25630
155.93333	0.25050
155.95000	0.24421
155.96667	0.23245
155.98333	0.21876
155.98333	0.20957
156.00000	0.18428
156.00000	0.15351
156.00000	0.15834
156.00000	0.15625
156.01667	0.14046
